,NOME,VALOR,DETALHES,ENDEREÇO
1299,Alugo apto mobiliado andar alto 3 suítes em Capim Macio,R$ 5.500,"['3 quartos ', ' 142m² ', ' 2 vagas']",Capim Macio
1300,Alugo apartamento próximo ao Praia Shopping - Residencial Olimpo,R$ 1.600,"['2 quartos ', ' 63m² ', ' 1 vaga']",Capim Macio
1301,LmAP2175 Apartamento - Areia Preta,R$ 2.510,"['2 quartos ', ' 85m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Areia Preta
1302,LmAP2174 Apartamento - Tirol,R$ 1.560,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 0']",Tirol
1303,LmAP1936 Apartamento - Capim Macio,R$ 1.390,"['2 quartos ', ' 120m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1304,Alugo apto com projetados em Ponta Negra (Estrela do Atlântico),R$ 1.800,"['2 quartos ', ' 61m² ', ' 1 vaga']",Ponta Negra
1305,KIT NET - SATELITE TOP últimos dias,R$ 400,['1 quarto'],Pitimbu
1306,Apartamento na Praia do meio,R$ 500,"['1 quarto ', ' 34m² ', ' Condomínio: R$ 182']",Praia do Meio
1307,Aluga-se Apto em Lagoa Nova próximo ao Portugal Center - Cond. Terra Brasilis,R$ 3.200,"['3 quartos ', ' 95m² ', ' 2 vagas']",Lagoa Nova
1308,Ventilação Total 3 suítes Lagoa Nova ( 3 vaga Livres ) M 190,R$ 1.700,"['3 quartos ', ' 190m² ', ' Condomínio: R$ 1.300 ', ' 3 vagas']",Lagoa Nova
1309,Apto Ventilação Em Lagoa nova 3 Suites + escritório + 3 vaga coberta,R$ 2.700,"['4 quartos ', ' 142m² ', ' Condomínio: R$ 850 ', ' 3 vagas']",Lagoa Nova
1310,Apto Mobilado 2/4 sendo 1 suite Ponta Negra,R$ 1.100,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 250 ', ' 1 vaga']",Ponta Negra
1311,Linda vista 2/4 sendo 1 suite (ponta Negra ),R$ 1.250,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 500 ', ' 1 vaga']",Ponta Negra
1312,"Apto bem localizado neopolis,",R$ 1.000,"['2 quartos ', ' 82m² ', ' Condomínio: R$ 130 ', ' 1 vaga']",Neópolis
1313,"Vista p/ Mar, 16º andar * * Ponta negra",R$ 1.500,"['2 quartos ', ' 54m² ', ' Condomínio: R$ 490 ', ' 1 vaga']",Ponta Negra
1314,"Alugo apartamento no Sun Happy, Av. Abel Cabral, Nova Parnamirim",R$ 2.301,"['3 quartos ', ' 89m² ', ' 1 vaga']",Candelária
1315,Alugo apto no Corais de Ponta Negra ,R$ 2.100,"['3 quartos ', ' 96m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Ponta Negra
1316,"Lindo kitnet em Cond.Fechado em Morro Branco, grátis: cond.,água,iptu,internet ",R$ 550,"['1 quarto ', ' Condomínio: R$ 0']",Nova Descoberta
1317,"Apto amplo, 3 quartos no Tirol",R$ 600,"['3 quartos ', ' 86m² ', ' Condomínio: R$ 500 ', ' 1 vaga']",Tirol
1318,Cobertura em Ponta Negra top 2/4,R$ 6.999,"['2 quartos ', ' 1 vaga']",Ponta Negra
1319,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821187",R$ 1.104,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1320,Apartamento capim macio ,R$ 2.000,"['3 quartos ', ' 78m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Capim Macio
1321,Alugo apartamento no tirol com 3 suites ,R$ 3.300,"['3 quartos ', ' 280m² ', ' 2 vagas']",Tirol
1322,Excelente apartamento - Edifício Janelas do Potengi,R$ 1.200,"['1 quarto ', ' 50m² ', ' 1 vaga']",Cidade Alta
1323,APARTAMENTO 11o ANDAR COM PISCINA,R$ 1.500,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Lagoa Seca
1324,Apartamento a 500m do shopping cidade jardim,R$ 550,"['1 quarto ', ' Condomínio: R$ 0']",Capim Macio
1325,Aluga-se,R$ 1.200,"['2 quartos ', ' 44m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Neópolis
1326,Alugo Brazil Flat Ponta Negra ,R$ 2.500,"['2 quartos ', ' 59m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1327,"Alugo apartamento mobiliado, 2 quartos em Ponta Negra, Natal-RN",R$ 2.100,"['2 quartos ', ' 58m² ', ' 2 vagas']",Ponta Negra
1328,Alugo apto,R$ 1.500,"['2 quartos ', ' 70m² ', ' Condomínio: R$ 600 ', ' 1 vaga']",Lagoa Nova
1329,Smile village 2/4 ,R$ 1.400,"['2 quartos ', ' 60m²']",Lagoa Nova
1330,Estrela do Atlântico mobiliado (12° andar),R$ 2.400,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1331,"Apartamento para alugar com 1 dormitórios em Capim macio, Natal cod:AP1557",R$ 850,"['1 quarto ', ' 45m²']",Capim Macio
1332,"Apartamento com 2 dormitórios para alugar, 60 m² por R$ 1.800/mês - Barro Vermelho - Natal",R$ 1.060,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 560 ', ' 2 vagas']",Barro Vermelho
1333,"Aluga-se Excelente apartamento, 57,00m², Inicio da Cidade Satélite, Natal(RN)",R$ 750,"['2 quartos ', ' 57m² ', ' 1 vaga']",Pitimbu
1334,Aluga-se Excelente apartamento de 1 quarto,R$ 450,"['1 quarto ', ' 30m²']",Pitimbu
1335,Apartamento em Ponta Negra - 79 m2,R$ 2.500,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
1336,Mobiliado de Luxo em Ponta Negra,R$ 4.500,"['2 quartos ', ' 79m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Ponta Negra
1337,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819635",R$ 530,"['2 quartos ', ' 50m²']",Bom Pastor
1338,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:KN0014",R$ 550,"['2 quartos ', ' 40m²']",Lagoa Nova
1339,"Apartamento para alugar com 1 dormitórios em Igapó, Natal cod:AA-7175",R$ 450,['1 quarto'],Igapó
1340,"Apartamento com 2 dormitórios para alugar, 60 m² por R$ 1.000,00/mês - Ponta Negra - Parna",R$ 1.000,"['2 quartos ', ' 60m² ', ' 1 vaga']",Neópolis
1341,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819644",R$ 580,"['2 quartos ', ' 50m²']",Bom Pastor
1342,"Loft para alugar com 2 dormitórios em Ponta negra, Natal cod:AA-7174",R$ 2.300,"['2 quartos ', ' 1 vaga']",Ponta Negra
1343,Apartamento 2 Quartos sendo 2 suítes em Lagoa Nova,R$ 1.150,"['2 quartos ', ' 65m² ', ' 1 vaga']",Lagoa Nova
1344,"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:821878",R$ 800,"['2 quartos ', ' 75m² ', ' Condomínio: R$ 70 ', ' 1 vaga']",Barro Vermelho
1345,"Apartamento para alugar com 3 dormitórios em Candelária, Natal cod:AP1548",R$ 1.900,"['3 quartos ', ' 100m² ', ' 1 vaga']",Candelária
1346,Alugo Apartamento Residencial Olimpo  C5787,R$ 1.600,"['3 quartos ', ' 73m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1347,"LDFL0165 Açaí Flat Ponta Negra, localização Privilegiada, a poucos minutos do mar",R$ 1.800,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1348,Alugo Apartamento  no Residencial Olimpo CL5787,R$ 1.600,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1349,Lindo Apartamento Mobiliado em Ponta Negra,R$ 2.400,"['2 quartos ', ' 59m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1350,Condomínio fênix na Antônio Basilio*,R$ 650,['1 quarto'],Lagoa Nova
1351,Alugo apartamento 2 quartos em Ponta Negra,R$ 1.802,"['2 quartos ', ' 59m² ', ' 2 vagas']",Ponta Negra
1352,"Alugo apartamento mobiliado, 2 quartos com vista pro mar em Ponta Negra, Natal",R$ 2.103,"['2 quartos ', ' 59m² ', ' 2 vagas']",Ponta Negra
1353,Apartamento no Duna Barcane - 2 vagas de Garagem,R$ 2.000,"['2 quartos ', ' 55m² ', ' 2 vagas']",Ponta Negra
1354,Kit net,R$ 370,"['1 quarto ', ' 0m²']",Bom Pastor
1355,Alugo apto 2/4 vista mar na Roberto Freire,R$ 2.200,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1356,"Apartamento com 2 dormitórios para alugar, 96 m² por R$ 2.200,00/mês - Lagoa Nova - Natal/",R$ 2.200,"['2 quartos ', ' 96m² ', ' 1 vaga']",Lagoa Nova
1357,"excelente apt em tirol, c 2 quartos, proximo a alexandrino e prudente de morais, R$ 1.600,",R$ 1.600,"['2 quartos ', ' 55m² ', ' 1 vaga']",Tirol
1358,"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 2.000,00/mês - Ponta Negra - Natal",R$ 2.000,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
1359,"Apartamento para alugar, 153 m² por R$ 4.000,00/mês - Tirol - Natal/RN",R$ 4.000,"['3 quartos ', ' 153m² ', ' 2 vagas']",Tirol
1360,"Apartamento com 1 dormitório para alugar, 34 m² por R$ 1.400,00/mês - Ponta Negra - Natal/",R$ 1.400,"['1 quarto ', ' 34m² ', ' 1 vaga']",Ponta Negra
1361,"Apartamento com 1 dormitório para alugar, 55 m² por R$ 2.000,00/mês - Ponta Negra - Natal/",R$ 2.000,"['1 quarto ', ' 55m²']",Ponta Negra
1362,"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 2.000,00/mês - Tirol - Natal/RN",R$ 2.000,"['2 quartos ', ' 55m² ', ' 1 vaga']",Tirol
1363,Apartamento em Lagoa Seca (kitnet),R$ 500,"['1 quarto ', ' 25m²']",Lagoa Seca
1364,Apartamento aconchegante e familiar,R$ 1.000,"['1 quarto ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1365,"Apartamento com 2 dormitórios para alugar, 53 m² por R$ 1.300,00/mês - Cidade da Esperança",R$ 1.300,"['2 quartos ', ' 53m² ', ' 1 vaga']",Cidade da Esperança
1366,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:LA-11065",R$ 1.300,"['2 quartos ', ' 55m² ', ' 1 vaga']",Lagoa Nova
1367,"Apartamento com 2 dormitórios para alugar, 64 m² por R$ 4.000,00/mês - Ponta Negra - Natal",R$ 4.000,"['2 quartos ', ' 64m²']",Ponta Negra
1368,Alugo apartamento 2/4,R$ 1.000,"['2 quartos ', ' 72m² ', ' 1 vaga']",Lagoa Nova
1369,Apartamento em Candelária ,R$ 1.300,"['2 quartos ', ' 57m² ', ' 1 vaga']",Cidade da Esperança
1370,Apartamento Nova América,R$ 800,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Pajuçara
1371,Estrela do Atlântico - locação,R$ 1.800,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1372,Dois aptos e um galpão!,R$ 1.600,"['2 quartos ', ' 58m²']",Lagoa Nova
1373,Apartamento,R$ 1.700,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 635 ', ' 1 vaga']",Ponta Negra
1374,Apartanento 2 Quartos no Cj. Santa Catarina ZN. Incluso Água e IPTU.,R$ 500,"['2 quartos ', ' 65m²']",Potengi
1375,Alugo Apartamento em Capim Macio - 56m² - 2Quartos 1Suite,R$ 1.653,"['2 quartos ', ' 56m² ', ' 1 vaga']",Capim Macio
1376,Apartamento - Residencial Green Hill - Tirol,R$ 1.700,"['2 quartos ', ' 0m² ', ' 1 vaga']",Tirol
1377,Aluguel Caicó,R$ 400,['1 quarto'],Neópolis
1378,Alugo Apartamento  Res Colibris III Capim Macio CL5787,R$ 1.300,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1379,Alugo Apartamento RES Dão Silveira CL5787,R$ 2.500,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Seca
1380,Barro Vermelho Alugo apto 3 suites ,R$ 2.600,"['3 quartos ', ' 96m² ', ' 2 vagas']",Barro Vermelho
1381,"Apartamento para alugar, 34 m² por R$ 1.800,00/mês - Nossa Senhora da Apresentação - Natal",R$ 1.800,"['1 quarto ', ' 34m² ', ' Condomínio: R$ 565']",Nossa Senhora da Apresentação
1382,Excelente apartamento com 3 quartos em Candelaria,R$ 3.000,"['3 quartos ', ' 98m² ', ' 2 vagas']",Candelária
1383,Alugo Apart Res Olimpo CL5787,R$ 1.500,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1384,Locação no estrela do Atlântico,R$ 1.800,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1385,"Apartamento para locação  com 03 suites por R$ 4.500,00",R$ 4.500,"['3 quartos ', ' 139m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Barro Vermelho
1386,"Apart alugado, semi-mobiliado., desocupar em março. Leia descrição.",R$ 950,"['1 quarto ', ' 0m² ', ' 1 vaga']",Capim Macio
1387,"Condomínio Quatro Estações - Apto 2/4 com suíte de 55 m², andar baixo, 1 vaga por 1.800",R$ 1.800,"['2 quartos ', ' 55m² ', ' 1 vaga']",Candelária
1388,"Kitnet/ cond.fechado.candelaria $500,00",R$ 600,"['1 quarto ', ' 33m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1389,Residencial Olimpo,R$ 1.500,['3 quartos'],Capim Macio
1390,Alugo apartamento para temporada (mês) de Dezembro mobiliado em ponta negra,R$ 2.500,"['2 quartos ', ' 50m² ', ' 1 vaga']",Ponta Negra
1391,Apartamento para alugar na Cidade Alta,R$ 500,"['2 quartos ', ' 0m²']",Cidade Alta
1392,Kit net em Candelária,R$ 500,['1 quarto'],Candelária
1393,"LDCA0987 Casa Residencial no bairro de Tirol, situada na Rua Juventino Cabral 3/4",R$ 2.600,"['3 quartos ', ' 495m² ', ' Condomínio: R$ 1 ', ' 3 vagas']",Tirol
1394,Kitnet mobiliado em Capim Macio com todas as contas inclusas,R$ 900,"['1 quarto ', ' 35m²']",Capim Macio
1395,Áurea Guedes disponível - 3 Quartos,R$ 294.500,"['3 quartos ', ' 67m² ', ' 2 vagas']",Ponta Negra
1396,Alugo Estrela do Atlântico andar alto semi mobiliado,R$ 2.200,"['2 quartos ', ' 60m² ', ' 1 vaga']",Ponta Negra
1397,"Ótimo apartamento mobiliado em Ponta Negra, Perto do Praia Shopping",R$ 1.650,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1398,"Apartamento para alugar com 2 dormitórios em Tirol, Natal cod:820332",R$ 1.300,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 520 ', ' 1 vaga']",Tirol
1399,Duna Barcane Mobiliado linda Vista Mar,R$ 2.700,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1400,Kitnet Mobiliada em Ponta Negra,R$ 650,"['1 quarto ', ' 1 vaga']",Ponta Negra
1401,Apartamento kitnet do bairro Jardim Planalto Parnamirim,R$ 350,"['1 quarto ', ' 45m² ', ' Condomínio: R$ 0']",Lagoa Nova
1402,"Apartamento com 3 dormitórios para alugar, 154 m² por R$ 1.360,58/mês - Tirol - Natal/RN",R$ 1.360,"['3 quartos ', ' 154m² ', ' Condomínio: R$ 420 ', ' 1 vaga']",Tirol
1403,Apartamento mobiliado de em ponta negra diária excelente,R$ 200,"['2 quartos ', ' 65m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1404,Apartamento para alugar no panatis ,R$ 500,"['2 quartos ', ' 1 vaga']",Potengi
1405,Tirol way andar alto e 2 vagas,R$ 2.500,"['2 quartos ', ' 59m² ', ' 2 vagas']",Tirol
1406,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819643",R$ 550,"['2 quartos ', ' 50m²']",Bom Pastor
1407,"Loft para alugar com 1 dormitórios em Ponta negra, Natal cod:FL0022",R$ 1.400,"['1 quarto ', ' 37m² ', ' 1 vaga']",Ponta Negra
1408,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819645",R$ 580,"['2 quartos ', ' 50m²']",Bom Pastor
1409,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819646",R$ 580,"['2 quartos ', ' 50m²']",Bom Pastor
1410,KIT NET ZONA NORTE IGAPÓ,R$ 450,"['1 quarto ', ' 38m²']",Igapó
1411,"Apartamento para alugar com 1 dormitórios em Igapó, Natal cod:AA-7169",R$ 450,"['1 quarto ', ' 38m²']",Igapó
1412,Apartamento,R$ 4.400,"['3 quartos ', ' 150m² ', ' 2 vagas']",Areia Preta
1413,"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:816768",R$ 520,"['1 quarto ', ' 45m² ', ' Condomínio: R$ 430 ', ' 1 vaga']",Lagoa Nova
1414,Aluga-se apartamento mobiliado de 3 quartos,R$ 2.500,"['3 quartos ', ' 86m² ', ' 1 vaga']",Ponta Negra
1415,"Apartamento para alugar mobiliado de 1 quarto no Duna Barcane, temporada ou anual",R$ 2.500,"['1 quarto ', ' 56m² ', ' 1 vaga']",Ponta Negra
1416,Golden Tower (Intercity) Temporada,R$ 2.100,"['2 quartos ', ' 57m² ', ' 1 vaga']",Areia Preta
1417,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821177",R$ 1.007,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1418,"Apartamento com 3 Quartos, mobiliado em Ponta Negra 100 m²",R$ 3.000,"['3 quartos ', ' 100m² ', ' 1 vaga']",Ponta Negra
1419,Edf. Atalaia em Areia Preta - Excelente localização,R$ 2.200,"['2 quartos ', ' 89m² ', ' 1 vaga']",Areia Preta
1420,"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:AA-85",R$ 1.000,"['2 quartos ', ' 45m² ', ' Condomínio: R$ 190 ', ' 1 vaga']",Neópolis
1421,Para Locação - Verano Ponta Negra - facil a acesso a Praia - 2Qts 1Suite,R$ 1.543,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
1422,Locação em Capim Macio - 56m² 2Qts 1Suite,R$ 1.654,"['2 quartos ', ' 56m² ', ' 1 vaga']",Capim Macio
1423,"Apartamento com 2 dormitórios para alugar, 68 m² - Candelária - Natal/RN - AP0299",R$ 600,"['2 quartos ', ' 68m² ', ' Condomínio: R$ 162 ', ' 1 vaga']",Candelária
1424,"Apartamento com 1 dormitório para alugar, 45 m² - Lagoa Nova - Natal/RN - AP0273",R$ 650,"['1 quarto ', ' 45m² ', ' Condomínio: R$ 430 ', ' 1 vaga']",Lagoa Nova
1425,"Apartamento com 2 dormitórios para alugar, 58 m² - Neópolis - Natal/RN - AP0341",R$ 650,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 100 ', ' 1 vaga']",Neópolis
1426,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:AA-7163",R$ 900,"['2 quartos ', ' 92m² ', ' Condomínio: R$ 770 ', ' 1 vaga']",Lagoa Nova
1427,"Caminho das Dunas, em Capim Macio - Apto 2Qts 1Suite (Aluguel)",R$ 1.651,"['2 quartos ', ' 56m² ', ' 1 vaga']",Capim Macio
1428,"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:AA-7161",R$ 700,"['1 quarto ', ' 45m²']",Lagoa Nova
1429,"Apartamento para alugar em Capim Macio, 2 quartos, 56m²",R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Capim Macio
1430,"Apartamento com 4 dormitórios para alugar, 100 m² - Capim Macio - Natal/RN",R$ 2.200,"['4 quartos ', ' 100m² ', ' 2 vagas']",Capim Macio
1431,"Apartamento para Locação em Natal, Lagoa Nova, 3 dormitórios, 1 suíte, 2 banheiros",R$ 1.800,"['3 quartos ', ' 105m²']",Lagoa Nova
1432,"Apartamento para Locação em Natal, Capim Macio, 3 suítes, 4 banheiros, 2 vagas",R$ 3.300,"['145m² ', ' 2 vagas']",Capim Macio
1433,Apartamento com 176m² em Lagoa Nova - Bem Proximo a Faculdade UNP,R$ 3.994,"['3 quartos ', ' 176m² ', ' 3 vagas']",Lagoa Nova
1434,Apartamento com 55m² 2Qts 1Suite em Ponta Negra - Todas Taxas Inclusas,R$ 1.540,"['2 quartos ', ' 55m²']",Ponta Negra
1435,Apartamento-Quitinete-para-Aluguel-em-Ponta-Negra-Natal-RN,R$ 870,"['1 quarto ', ' 1 vaga']",Ponta Negra
1436,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:AA-7158",R$ 700,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 10 ', ' 1 vaga']",Barro Vermelho
1437,Para Locação em Ponta Negra - 2Qts 1Suite - Facil Acesso a Praia,R$ 1.539,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1438,"Kitnet com 1 dormitório para alugar, 30 m² - Capim Macio - Natal/RN - KN0010",R$ 750,"['1 quarto ', ' 30m²']",Capim Macio
1439,Alugo apartamento mobiliado- Blue Ocean -Andar Alto,R$ 2.100,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
1440,Aluga-se Apto com 176m² em Lagoa Nova - 4Dormitorios - Taxas Inclusas,R$ 3.993,"['4 quartos ', ' 176m² ', ' 3 vagas']",Lagoa Nova
1441,Aluga-se Apto em Ponta Negra - 2Qts 1Suite - facil acesso a praia - Oferta!,R$ 1.537,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ponta Negra
1442,Apartamento em Capim Macio com 2 quartos sendo 1 suíte.,R$ 1.700,"['2 quartos ', ' 55m² ', ' 1 vaga']",Capim Macio
1443,"Apartamento com 3 dormitórios para alugar por R$ 2.700,00/mês - Lagoa Nova - Natal/RN",R$ 2.700,"['3 quartos ', ' 2 vagas']",Lagoa Nova
1444,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:AP1423",R$ 1.300,"['2 quartos ', ' 46m² ', ' 1 vaga']",Ponta Negra
1445,Kit Net no Barro Vermelho disponível,R$ 600,"['1 quarto ', ' 18m²']",Barro Vermelho
1446,Apartamento em Lagoa Nova - 176m² - Tipo Duplex 4Dormitorios Txs Inclusas,R$ 3.991,"['4 quartos ', ' 176m² ', ' 3 vagas']",Lagoa Nova
1447,Apto em Ponta Negra - Facil acesso a Praia - 2Quartos 1Suites Taxas Inclusas,R$ 1.536,"['2 quartos ', ' 57m²']",Ponta Negra
